id,genres,production_companies,title,crew
262169,"Comedy, Horror",Siren Digital - Hollywood,Gravy,James Roday
309919,"Thriller, Mystery, Horror, Drama","Myriad Pictures, AliBella Pictures, Bystander Films, Management Production Entertainment (MPE), Mangrove Media",The Curse of Downers Grove,Derick Martini
346808,"Action, Thriller","Universum Film (UFA), Thaba Media, Azari Media",Momentum,Stephen S. Campanelli
306964,Horror,"Epic Pictures Group, Film Entertainment Services",Tales of Halloween,"Darren Lynn Bousman, Axelle Carolyn, Adam Gierasch, Andrew Kasch, Neil Marshall, Lucky McKee, Ryan Schifrin, Mike Mendez, Dave Parker, John Skipp, Paul Solet"
323370,"Horror, Science Fiction, Thriller",Campfire LLC,The Diabolical,Alistair Legrand
319993,"Drama, History","HI Film Productions, Klas Film, Endorfilm",Aferim!,Radu Jude
362439,Horror,Cinetel Films,They Found Hell,Nick Lyon
321303,"War, Drama","Matila Röhr Productions (MRP), Taska Film",1944,Elmo Nüganen
191562,"Comedy, Horror",Eros International,Go Goa Gone,"Krishna D.K., Raj Nidimoru"
336811,Drama,La Fabrique de Films,Les Cowboys,Thomas Bidegain
294963,"Horror, Western, Adventure, Drama","Caliber Media Company, The Fyzz Facility, Realbuilder Productions",Bone Tomahawk,S. Craig Zahler
146301,"Horror, Thriller","Paramount Pictures, Blumhouse Productions",Paranormal Activity: The Ghost Dimension,Gregory Plotkin
266639,"Drama, Music, Adventure, Fantasy","Universal Pictures, Blumhouse Productions, Hasbro Studios, Allspark Pictures",Jem and the Holograms,Jon M. Chu
293646,"Drama, History","Alcon Entertainment, Phoenix Pictures, Fabula, Half Circle",The 33,Patricia Riggen
216539,"Horror, Science Fiction",Active Entertainment,Ghost Shark,Griff Furst
184219,"Comedy, Romance",GMM Tai Hub (GTH),Pee Mak Phrakanong,Banjong Pisanthanakun
356296,"Crime, Drama, Thriller","Rai Cinema, Cattleya, La Chouve",Suburra,Stefano Sollima
355178,Comedy,Home Box Office (HBO),Amy Schumer: Live at the Apollo,Chris Rock
325302,"Mystery, Drama, Horror",,They Look Like People,Perry Blackshear
329020,"Horror, Animation, Mystery",Melusine Productions,Extraordinary Tales,Raul Garcia
285387,"Drama, Thriller, Action, Crime",La Petite Reine,Colt 45,Fabrice Du Welz
339362,"Action, Comedy, Romance",,SuperBob,Jon Drever
301846,Horror,Starchild Pictures,Howl,Paul Hyett
254172,Drama,"Andrea Leone Films, Fear of God Films, Busted Shark Productions",Fathers and Daughters,Gabriele Muccino
347754,"Horror, Thriller","Universal Pictures, Blumhouse Productions, LBI Entertainment, Ombra Films",Curve,Iain Softley
47354,"Action, Comedy, Crime",Universal Pictures,K-9: P.I.,Richard J. Lewis
298382,Drama,"Screen Australia, Film Art Media, White Hot Productions, Ingenious Senior Film Fund, Embankment Films",The Dressmaker,Jocelyn Moorhouse
34942,"Family, Adventure, Animation",Universal Cartoon Studios,Balto III: Wings of Change,Phil Weinstein
271665,"Horror, Thriller",,Deep in the Darkness,Colin Theys
291343,Documentary,Broadview Pictures,Nowitzki: The Perfect Shot,Sebastian Dehnhardt
296025,Drama,"Aloupis Productions, Hacienda Film Co.",Safelight,Tony Aloupis
298653,"Horror, Thriller","A71 Productions, Narrow Edge Productions, High Star Entertainment",Berkshire County,Audrey Cummings
254201,"Crime, Thriller","Zentropa Entertainments, Zentropa International Sweden, Film i Väst",The Absent One,Mikkel Nørgaard
113329,Drama,"Zazen Produções, Globo filmes",Artificial Paradises,Marcos Prado
294016,Drama,"Groundswell Productions, Inimitable Pictures, ShivHans Pictures",Trumbo,Jay Roach
231001,Horror,Ruthless Pictures,All Hallows' Eve,Damien Leone
26040,Horror,,Haze,Shinya Tsukamoto
56195,"Comedy, Family, Romance",Warner Bros.,Billboard Dad,Alan Metter
34729,"Comedy, Drama, Family",,Our Lips Are Sealed,Craig Shapiro
44899,"Action, Adventure, Comedy, Family, Science Fiction",,The Challenge,Craig Shapiro
238781,"Thriller, Drama",Alexandre Films,24 Days,Alexandre Arcady
20323,"Thriller, Drama, Horror",,Long Weekend,Jamie Blanks
352157,Drama,Fidélité Films,Marguerite,Xavier Giannoli
44037,"Horror, Action, Science Fiction, Thriller","Stage 6 Films, Curmudgeon Films, RCR Media Group, UFO Films",Lake Placid 3,Griff Furst
135309,"Horror, Science Fiction",Unified Film Organization (UFO),Lake Placid: The Final Chapter,Don Michael Paul
27703,"Mystery, Thriller, Horror","Rizzoli Film, Cinecompany",The Psychic,Lucio Fulci
74944,"Family, Adventure","TF1 Droits Audiovisuels, Les Films du Gorak, Coficup",War of the Buttons,Yann Samuell
74945,"Adventure, Family",La Petite Reine,War of the Buttons,Christophe Barratier
310126,Comedy,,"Il ricco, il povero e il maggiordomo","Aldo Baglio, Morgan Bertacca, Giacomo Poretti, Giovanni Storti"
335462,"Adventure, Action, War","Beijing Dengfeng International Culture, Chunqiu Time Co., Nanking Military Area Command Of The TV Art Centre",Wolf Warrior,Wu Jing
83223,"Horror, Science Fiction",Beatrice Film,Rats: Night of Terror,"Bruno Mattei, Claudio Fragasso"
321741,Drama,"Columbia Pictures, Village Roadshow Pictures, Scott Free Productions, LStar Capital, The Cantillon Company, The Shuman Company",Concussion,Peter Landesman
321039,"Horror, Thriller, Science Fiction","PCB Entertainment, Concourse Media",The Phoenix Incident,Keith Arem
353345,Horror,WT Canada Productions,The Exorcism of Molly Hartley,Steven R. Monroe
227973,Animation,"Blue Sky Studios, Twentieth Century Fox Animation",The Peanuts Movie,Steve Martino
224815,"Thriller, Horror, Science Fiction",DeepStudios,Skinwalker Ranch,Devin McGinn
56332,,,Jack Frusciante è uscito dal gruppo,Enza Negroni
236368,,,Song 'e napule,Antonio Manetti
38362,"Comedy, Crime",,High Rollers,Sergio Corbucci
84254,"Crime, Mystery",,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,Igor Maslennikov
266764,"Romance, Comedy, Documentary",,Meet the Patels,"Ravi Patel, Geeta Patel"
325690,Comedy,,The Legendary Giulia and Other Miracles,Edoardo Leo
42436,Comedy,,Natale in crociera,Neri Parenti
288171,Comedy,AllyCat Entertainment,Blue Mountain State: The Rise of Thadland,Lev L. Spiro
13986,"Drama, Romance, Comedy",Yash Raj Films,Dil To Pagal Hai,Yash Chopra
65592,"Fantasy, Animation, Drama, Science Fiction, Romance, Foreign, Family, Comedy","La Fabrique, Studio O",Princes and Princesses,Michel Ocelot
312831,"Fantasy, Horror","Prescience, Bord Scannan na hEireann / Irish Film Board, Fantastic Films, Altitude Film Entertainment, Occupant Entertainment, Hallow Films, Hyperion Media Group, Altus Media (Five), The Electric Shadow Company",The Hallow,Corin Hardy
315465,"Fantasy, Action, Adventure, Animation","Toho Company, Dentsu, Fukuoka Broadcasting System (FBS), Miyagi Television Broadcasting, Kadokawa, D.N. Dream Partners, Studio Chizu, Nippon Television Network (NTV), Video Audio Project (VAP)",The Boy and the Beast,Mamoru Hosoda
347548,"Thriller, Horror, Science Fiction","Bright Cold Day Films, Patchwork Productions, Bandoola Productions",Containment,Neil Mcenery-West
294741,"Drama, Thriller",Metrodome Distribution,The Falling,Carol Morley
44282,"Comedy, Drama, Romance","Universidad del Cine, Rendez-vous Pictures, Brainjaus Producciones",Plan B,Marco Berger
339342,Horror,,Anarchy Parlor,"Kenny Gage, Devon Downs"
306952,"Comedy, Drama, Romance",,Naomi and Ely's No Kiss List,Kristin Hanggi
347258,"Thriller, Science Fiction",Instinct Entertainment,The Subjects,Robert Mond
300654,"Adventure, Drama, Thriller","Tandem Pictures, Greenmachine Film",Wildlike,Frank Hall Green
364137,"Drama, Comedy","Gaumont, M6, Adama Pictures",All Three of Us,Kheiron
312221,Drama,"New Line Cinema, Warner Bros., Metro-Goldwyn-Mayer (MGM), Chartoff Winkler Productions",Creed,Ryan Coogler
62796,"Drama, Romance",,William & Kate,Mark Rosman
91417,"Animation, Comedy, Adventure",DreamWorks Animation,Dragons: Gift of the Night Fury,Tom Owens
60695,"Drama, Romance","Dan Wigutow Productions, Lifetime Television, Sony Pictures Television",Sundays at Tiffany's,Mark Piznarski
4728,Comedy,,The Gendarme in New York,Jean Girault
11913,Comedy,Société Nouvelle de Cinématographie (SNC),The Gendarme Takes Off,Jean Girault
4727,Comedy,"Franca Films, Société Nouvelle de Cinématographie (SNC)",The Gendarme of St. Tropez,Jean Girault
10516,"Comedy, Science Fiction",,The Gendarme and the Creatures from Outer Space,Jean Girault
324325,"Family, Documentary",Small Package Films,Twinsters,"Samantha Futerman, Ryan Miyamoto"
367326,"Science Fiction, Comedy, Animation, Family","Twentieth Century Fox Film Corporation, Blue Sky Studios",Cosmic Scrat-tastrophe,"Galen T. Chu, Mike Thurmeier"
339527,"Crime, Drama, Mystery","New Line Cinema, Eden Rock Media, Grindstone Entertainment Group, FilmNation Entertainment, Silver Reel, Venture Forth, Flynn Picture Company, Lionsgate Premiere, Supersensory",Solace,Afonso Poyart
70448,Horror,,All About Evil,Joshua Grannell
170752,Comedy,,The Hot Flashes,Susan Seidelman
360203,"Action, Crime, Drama, Thriller",,Lost in the Sun,Trey Nelson
157827,Drama,"Motlys, Arte France Cinéma, Animal Kingdom",Louder Than Bombs,Joachim Trier
271983,"Comedy, Drama",Globo Filmes,Entre Abelhas,Ian SBF
36324,Comedy,,Pouic-Pouic,Jean Girault
19548,Comedy,Gaumont,Le Grand Restaurant,Jacques Besnard
336004,"Crime, Action, Thriller","Emmett/Furla Films, Silver Plane Films, Mass Hysteria Entertainment, Tri Vision Pictures",Heist,Scott Mann
246133,"Drama, Comedy","The Made Bed Productions, Nomadic Independence Pictures, Jagjaguwar",Entertainment,Rick Alverson
200823,Comedy,"TF1 Films Productions, StudioCanal, Made in PM",Fonzy,Isabelle Doval
287426,Drama,"Bifrost Pictures, The Bridge Finance Company",Shelter,Paul Bettany
332502,"Mystery, Science Fiction, Thriller",New Artists Alliance,400 Days,Matt Osterman
266058,Drama,"Pine House film, Now Films",A Girl at My Door,July Jung
11530,Comedy,Les Films Christian Fechner,The Discord,Claude Zidi
60175,Comedy,,The Under-Gifted,Claude Zidi
24260,Comedy,"Renn Productions, France 3 Cinema",Inspector Blunder,Claude Zidi
53179,Comedy,Renn Productions,Le maître d'école,Claude Berri
58833,Drama,Renn Productions,"So Long, Stooge",Claude Berri
52557,Comedy,Renn Productions,Banzai,Claude Zidi
277153,"Comedy, Romance","Riva Filmproduktion, Isabella Films B.V., N279 Entertainment",The Surprise,Mike van Diem
33624,"Adventure, Comedy",,Double zéro,Gérard Pirès
333348,"Comedy, Family","Imagine Entertainment, Groundswell Productions, CBS Films",Love the Coopers,Jessie Nelson
362136,"Drama, Action, Romance","Fox Star Studios, Rajshri Productions",Prem Ratan Dhan Payo,Sooraj R. Barjatya
329724,Drama,"Mandarin Films, Cinéfrance 1888",In Harmony,Denis Dercourt
19100,"Comedy, Family","M6 Films, La Petite Reine, SND, Quad Productions",Those Happy Days,"Olivier Nakache, Eric Toledano"
10939,Comedy,Gaumont,The Return of the Tall Blond Man with One Black Shoe,Yves Robert
169020,Comedy,Gaumont,Vive la France,Michaël Youn
167364,Comedy,Pathé Productions,Turf,Fabien Onteniente
16915,Horror,Plotdigger Films,Gutterballs,Ryan Nicholson
63350,"Action, Comedy, Horror","Troma Entertainment, Astron-6 Video International",Father's Day,"Adam Brooks, Jeremy Gillespie, Matthew Kennedy, Steven Kostanski, Conor Sweeney"
67087,"Crime, Horror, Thriller","Simcom Limited, Curtains Productions",Curtains,Richard Ciupka
317182,"Science Fiction, Adventure, Drama, Fantasy",BBC Cymru Wales,Doctor Who: Last Christmas,Paul Wilmshurst
315620,,,Doctor Who: A Christmas Carol,Toby Haynes
282963,"Family, Science Fiction, TV Movie, Adventure, Drama",BBC Home Video,Doctor Who: Planet of the Dead,James Strong
317190,"Adventure, Drama, Family, Science Fiction",BBC Cymru Wales,Doctor Who: The Next Doctor,Andy Goddard
335209,Science Fiction,BBC,Doctor Who: Voyage of the Damned,
282758,"Science Fiction, TV Movie",,Doctor Who: The Runaway Bride,Euros Lyn
54525,"Horror, Thriller",,Secrets in the Walls,Christopher Leitch
358881,"Drama, Crime, Thriller","Pretty Pictures, Radar Films",Made in France,Nicolas Boukhrief
227262,Comedy,"Pantaleon Entertainment GmbH, Warner Bros. Entertainment GmbH",Frau Ella,Markus Goller
321751,"Comedy, Drama","Reposado Producciones, Televisión Española (TVE), Mediapro",A Perfect Day,Fernando León de Aranoa
320349,"Thriller, Documentary",,"3 ½ Minutes, 10 Bullets",Marc Silver
172520,"Thriller, Drama","Gare Farrand Entertainment, Flying Pig Productions, Skipping Stone Entertainment",Coldwater,Vincent Grashaw
300666,"Drama, Music","Strings of Films, 2 Wolves Films",Bravetown,Daniel Duran
13732,Comedy,Warner Bros.,The Red Inn,Gérard Krawczyk
369230,Comedy,,Them who?,"Fabio Bonifacci, Francesco Miccichè"
257593,Comedy,,La mossa del pinguino,Claudio Amendola
72560,"Crime, Drama, Thriller","Total Entertainment, Globo Filmes",Federal Bank Heist,Marcos Paulo
334527,"Thriller, Crime, Drama","NeeNee Productions, Capacity Pictures, May Day Movies",Criminal Activities,Jackie Earle Haley
293982,"Drama, Romance, History, War","Akson Studio, Alvernia Studios, Stern Pictures",Warsaw 44,Jan Komasa
336222,Drama,"Cohen Media Group, Aeroplan Film",Rams,Grímur Hákonarson
215881,Thriller,"Blumhouse Productions, IM Global Octane, Reliance",Plush,Catherine Hardwicke
257088,"Action, Crime, Thriller","Studio Babelsberg, Alcon Entertainment, DMG Entertainment, Ehman Productions",Point Break,Ericson Core
31060,Comedy,,Recep İvedik,Togan Gökbakar
348060,"Action, Drama","M6 Films, Capture The Flag Films, Vertigo Films, Orange Cinéma Séries, W9",Antigang,Benjamin Rocher
310491,Drama,Element Pictures,Glassland,Gerard Barrett
291290,"Thriller, Drama",Twisted Pictures,Submerged,Steven C. Miller
339274,"Comedy, Drama, Romance","UTV Motion Pictures, Nadiadwala Grandson Entertainment, window seat films",Tamasha,Imtiaz Ali
333696,"Drama, History, War",UFA Fiction,Naked Among Wolves,Philipp Kadelbach
84520,Horror,,The Bunny Game,Adam Rehmeier
355020,Documentary,"Passion Pictures, Campbell Grobman Films, Afineevsky - Tolmor Production, Pray for Ukraine Production, Rock Paper Scissors, SPN Production, UkrStream TV",Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky
194079,Documentary,Palo Alto Stock Farm,Sallie Gardner at a Gallop,Eadweard Muybridge
16464,Documentary,Whitley Partners,Traffic Crossing Leeds Bridge,Louis Aimé Augustin Le Prince
353464,"Thriller, Drama, Mystery","Vishal Bhardwaj Pictures, Junglee Pictures, Jar Pictures",Talvar,Meghna Gulzar
284288,Drama,SLB Films,Mary Kom,Omung Kumar
78546,"Drama, Horror",Capitolina Produzioni Cinematografiche,The Antichrist,Alberto De Martino
339751,Documentary,Cohen Media Group,Hitchcock/Truffaut,Kent Jones
295748,"Action, Comedy, Drama","CMYLMZ Fikirsanat, warner bross Turkey",Pek Yakında,Cem Yılmaz
299687,"Adventure, Science Fiction","Columbia Pictures, GK Films, Material Pictures, LStar Capital",The 5th Wave,J Blakeson
364067,"Comedy, Music","American Zoetrope, South Beach Productions, Departed Productions",A Very Murray Christmas,Sofia Coppola
321666,"Thriller, Drama",Lucía Films,600 Miles,Gabriel Ripstein
307103,"Drama, Crime","Labyrinthe Films, Cinéfrance 1888",Serial Killer 1,Frédéric Tellier
341744,"Comedy, Drama","BD Cine, Impossible Films",Truman,Cesc Gay
17007,"TV Movie, Family",TriStar Pictures,Call Me Claus,Peter Werner
298026,"Science Fiction, Crime, Horror",Helios Productions,Reaper,Wen-Han Shih
345637,Animation,Pixar Animation Studios,Sanjay's Super Team,Sanjay Patel
336882,"Action, Drama, Thriller","Fantefilm, Film Väst",The Wave,Roar Uthaug
334028,Horror,"Caliber Media Company, Revek Entertainment",Some Kind Of Hate,Adam Egypt Mortimer
361042,"Horror, TV Movie",Sonar Entertainment,The Hollow,Sheldon Wilson
302666,"Drama, Adventure, Action",Indy Entertainment,10.0 Earthquake,David Gidali
340275,"Music, Drama, Crime, Comedy","40 Acres & A Mule Filmworks, Amazon Studios",Chi-Raq,Spike Lee
331836,Comedy,"M6 Films, Axel Films, Madame Films",Babysitting 2,"Nicolas Benamou, Philippe Lacheau"
30982,Comedy,The Essanay Film Manufacturing Company,The Tramp,Charlie Chaplin
366548,Comedy,Suricate,Les Dissociés,
351694,"Fantasy, Animation, Comedy","Hengdian Chinese Film Production Co., Beijing Weiyingshidai Culture & Media",Monkey King: Hero Is Back,Tian Xiao Peng
300693,Drama,"Echo Lake Entertainment, RatPac Entertainment, Mythology Entertainment (II)",Truth,James Vanderbilt
15706,Comedy,"TLA Releasing, Luna Filmproduktion",Another Gay Sequel: Gays Gone Wild!,Todd Stephens
354072,"Romance, Drama","Focus Films, Hualien Media International",Our Times,Frankie Chen
318846,"Comedy, Drama","Paramount Pictures, Plan B Entertainment, Regency Enterprises",The Big Short,Adam McKay
340816,"Romance, Comedy",Unstuck,Christmas Eve,Mitch Davis
347969,"Comedy, Western",Happy Madison Productions,The Ridiculous 6,Frank Coraci
367735,Comedy,"3 Arts Entertainment, Irwin Entertainment",John Mulaney: The Comeback Kid,Rhys Thomas
246355,"Crime, Horror, Thriller",Twisted Pictures,Saw,James Wan
367551,"Action, Comedy, Science Fiction","Screen Media Films, Vertigo Films, Protagonist Pictures",American Hero,Nick Love
324291,"Drama, Comedy",,Night Owls,Charles Hood
107235,"Comedy, Romance",Myung Films,Architecture 101,Lee Yong-joo
160564,Comedy,Memento Films Distribution,Under the Rainbow,Agnès Jaoui
339145,Drama,Varient Busted Buggy Entertainmen,The Girl in the Book,Marya Cohn
237584,Thriller,"Atlas Independent, Henceforth Pictures, Highland Film Group, MICA Entertainment, A24",Mojave,William Monahan
207936,"Music, Romance, Comedy","Echo Films, Bron Studios, Hahnscape",Tumbledown,Sean Mewshaw
26736,"Adventure, Comedy, Drama, Family, Fantasy",Disney Channel,Wizards of Waverly Place: The Movie,Lev L. Spiro
82743,"Comedy, Horror","New Flesh Films, Split Second Films",Inbred,Alex Chandon
76808,"Thriller, Crime, Drama",IDTV Film,The Heineken Kidnapping,Maarten Treurniet
334376,"Science Fiction, Animation",Production I.G,Ghost in the Shell: The New Movie,"Nomura Kazuya, Kazuchika Kise"
326425,"Action, Thriller","Emmett/Furla Films, Oasis Films, Aperture Entertainment, Twirly Films Limited",Extraction,Steven C. Miller
303867,"Animation, Comedy, Science Fiction",Bitter Films,World of Tomorrow,Don Hertzfeldt
329833,Comedy,"Scott Rudin Productions, Red Hour Films",Zoolander 2,Ben Stiller
68419,"Comedy, Foreign","Gunslinger, Gateway Films, Cabin Fever Films, Creativity Media",Anuvahood,"Adam Deacon, Daniel Toland"
283596,"Comedy, Drama, Thriller","Sigma Films Ltd., Trinity Works Entertainment, Latitude Media",The Legend of Barney Thomson,Robert Carlyle
359983,"TV Movie, Animation, Family",Walt Disney Television Animation,The Lion Guard: Return of the Roar,Howy Parkins
47647,"Action, Comedy, Foreign",,Fight Back to School,Gordon Chan
29960,Horror,Hammer Film Productions,Vampire Circus,Robert Young
259694,"Comedy, Romance","New Line Cinema, Flower Films, Metro-Goldwyn-Mayer Pictures",How to Be Single,Christian Ditter
271433,Comedy,"Degeto Film, Bayrischer Rundfunk, Drife Productions, Ralf Westhoff Filmproduktion",Wir sind die Neuen,Ralf Westhoff
348689,"History, Action, Adventure, Drama",Lotte Entertainment,Memories of the Sword,Park Heung-sik
347944,Horror,"Lightning Entertainment, Candlewood Entertainment, Anguish Film",Anguish,Sonny Mallhi
201223,"Animation, Fantasy, Mystery, Horror","Aniplex, A-1 Pictures",Blue Exorcist: The Movie,Atsushi Takahashi
319152,Documentary,,Finders Keepers,"J. Clay Tweel, Bryan Carberry"
359746,Documentary,Mare Nostrum Productions,The Propaganda Game,Álvaro Longoria
279690,"Thriller, Horror, Comedy, Drama","Alternate Ending Studios, 108 Media",He Never Died,Jason Krawczyk
9287,Western,Rialto Film,Troublemakers,Terence Hill
34421,"Action, Drama",Paramount Pictures,The Perfect Weapon,Mark DiSalle
360551,"Crime, Drama, Mystery, Thriller",,The Priests,Jang Jae-hyun
282069,"Science Fiction, Horror","Dentsu, KDDI Corporation, GyaO",Parasyte: Part 1,Takashi Yamazaki
282070,"Science Fiction, Horror","Dentsu, KDDI Corporation, GyaO",Parasyte: Part 2,Takashi Yamazaki
351819,"Romance, Comedy",Open Road Films (II),Fifty Shades of Black,Michael Tiddes
56068,Comedy,D.D.L.,The Band of Honest Men,Camillo Mastrocinque
340666,"Drama, Thriller","Universal Pictures, Artina Films, Fade to Black Productions, Focus Features",Nocturnal Animals,Tom Ford
237710,"Fantasy, Family",Hallmark Entertainment,Pete's Christmas,Nisha Ganatra
274167,Comedy,"Paramount Pictures, Gary Sanchez Productions, Red Granite Pictures",Daddy's Home,Sean Anders
266294,Comedy,Little Stranger,Sisters,Jason Moore
348634,"Comedy, TV Movie, Romance","Front Street Pictures, ACTR Productions, Axelrod-Ett Productions",A Christmas Detour,Ron Oliver
363482,"Family, Romance, TV Movie",,Once Upon A Holiday,James Head
343284,"Comedy, Horror",,Night Of The Living Deb,Kyle Rankin
363480,"Drama, TV Movie",,Christmas Incorporated,Jonathan Wright
140300,"Action, Adventure, Animation, Comedy, Family","Twentieth Century Fox Film Corporation, DreamWorks Animation, China Film Co., Oriental DreamWorks",Kung Fu Panda 3,"Jennifer Yuh Nelson, Alessandro Carloni"
171587,"Romance, Drama, Comedy",CJ Entertainment,Whatcha Wearin'?,Byun Sung-hyun
92499,"Horror, Romance, Comedy",,Spellbound,Hwang In-Ho
13739,Comedy,,Quatre étoiles,Christian Vincent
343702,Comedy,"Canal Plus, France 3 Cinéma, Why Not Productions",The Sweet Escape,Bruno Podalydès
372981,"Action, History, Drama",Netflix,Marco Polo: One Hundred Eyes,Alik Sakharov
323929,"Comedy, Drama","A24, Hoody Boy Productions",Krisha,Trey Edward Shults
24426,"Comedy, Fantasy",CMYLMZ Fikirsanat,A.R.O.G.,"Ali Taner Baltaci, Cem Yılmaz"
350849,"Drama, Romance","TVE, Betta Pictures, Get In The Picture Productions, Mantar Film",La Novia,Paula Ortiz
344041,"Drama, Thriller","First Point Entertainment, Goldrush Entertainment, Maple Leaf Films",Standoff,Adam Alleca
362045,"War, History, Romance","SLB Films, Eros International",Bajirao Mastani,Sanjay Leela Bhansali
256687,"Action, Drama, Thriller","Grand Peaks Entertainment, Exchange Peaks Film Capital, Film Invaders",Swelter,Keith Parmer
350845,"Romance, Drama","Alpha TV, OTE TV, Aegean Airlines, Plus Productions,",Worlds Apart,Christoforos Papakaliatis
43020,"History, Adventure, Drama",Produzioni Atlas Consorziate (P.A.C.),The Colossus of Rhodes,Sergio Leone
315319,Comedy,,We Accept Miracles,Alessandro Siani
298722,Comedy,"Medusa Film, Colorado Film Production, Regione Lazio, Wildside, Ministero per i Beni e le Attività Culturali (MiBAC), Credit Agricole Vita, Black Rock, Valmora Acqua Minerale",Soap Opera,Alessandro Genovesi
347201,"Action, Animation, Fantasy",Studio Pierrot,Boruto: Naruto the Movie,Hiroyuki Yamashita
20360,"Drama, Foreign, Romance",,Namastey London,Vipul Amrutlal Shah
357940,"Crime, Action, Drama",Huayi Brothers Media,Mr. Six,Guan Hu
37817,"Music, Comedy","Globo Filmes, Dueto Filmes",Oh My God!,Monique Gardenberg
300601,Comedy,"AXN, Canal+ España, Atresmedia Cine",It's Now or Never,María Ripoll
107257,Drama,Soul Kiss Films,A Perfect Ending,Nicole Conn
317442,"Action, Animation, Romance",Aniplex,The Last: Naruto the Movie,Tsuneo Kobayashi
366566,Comedy,Pan Européenne Production,Le Grand partage,Alexandra Leclère
362154,"Thriller, Crime",,Saving Mr. Wu,Ding Sheng
16632,"Comedy, Romance",,100 Days with Mr. Arrogant,Shin Dong-yeop
9375,"Comedy, Drama",,Crazy,Hans-Christian Schmid
252067,"Romance, Drama, Comedy",Lotte Entertainment,Hot Young Bloods,Yeon-woo Lee
58431,"Romance, Horror, Comedy, Thriller","Lionsgate, Handsomecharlie Films, Cross Creek Pictures, Darko Entertainment, Panorama Media, QC Entertainment",Pride and Prejudice and Zombies,Burr Steers
374416,Comedy,,Quo vado?,Gennaro Nunziante
317198,"TV Movie, Adventure, Comedy",Muse Entertainment Enterprises,Bad Hair Day,Erik Canuel
84105,"Drama, Family, TV Movie",,Frenemies,Daisy von Scherler Mayer
286987,"Family, Science Fiction",Schorr Pictures,How to Build a Better Boy,Paul Hoen
54330,,,Baby and Me,Kim Jin-Yeong
354216,Horror,Snoot Entertainment,The Devil's Candy,Sean Byrne
174751,"Action, Drama, Western","Handsomecharlie Films, Unanimous Pictures, Straight Up Films, 1821 Pictures, Scott Pictures",Jane Got a Gun,Gavin O'Connor
45098,"Drama, Foreign, Romance",Core Contents Media,More Than Blue,Won Tae-yeon
57718,"Animation, Action, Comedy, Family",DreamWorks Animation,Megamind: The Button Of Doom,Simon J. Smith
370665,"Crime, Action, Comedy","Red Chillies Entertainment, Rohit Shetty Productions",Dilwale,Rohit Shetty
333596,Drama,Sony Pictures,Woodlawn,"Andrew Erwin, Jon Erwin"
331190,"Crime, Drama, Thriller","Itaca Films, BN Films, Brightside Entertainment, 1019 Entertainment, Yoruba Saxon Productions",Captive,Jerry Jameson
360055,Action,Mainstay Productions,Riot,John Lyde
336313,"Fantasy, Comedy, Animation","Freestyle Releasing, ShadowMachine Films",Hell & Back,"Tom Gianas, Ross Shuman"
296244,"Drama, Horror",Burning Ships Productions,Plague,"Kostas Ouzas, Nick Kozakis"
28859,Horror,,Dolly Dearest,Maria Lease
168379,"Foreign, Drama","Ibermedia, Centro Nacional Autónomo de Cinematografía, Factor RH Producciones, Fundación  Villa del Cine, Malas Compañías P.C. S.L., Plenilunio Film & Arts",Blue and Not So Pink,Miguel Ferrari
329440,"Horror, Thriller","Lava Bear Films, AI-Film, Phantom Four Films",The Forest,Jason Zada
41518,"Drama, Romance","UTV Motion Pictures, SLB Films",Guzaarish,Sanjay Leela Bhansali
39436,"Crime, Horror, Mystery, Thriller","Medusa Film, Tele+, Opera Film (II)",Sleepless,Dario Argento
27621,"Comedy, Drama, Family, Music, TV Movie","Walt Disney Pictures, Disney Channel",The Cheetah Girls: One World,Paul Hoen
102632,Action,SLB Films Pvt. Ltd.,Rowdy Rathore,Prabhu Deva
291157,"Comedy, Romance","Walt Disney Pictures, UTV Motion Pictures, Anil Kapoor Film Company",Khoobsurat,Shashanka Ghosh
275269,"Thriller, Action","Getaway Films, Rajkumar Hirani Films, Vinod Chopra Films",Wazir,Bejoy Nambiar
283589,"Action, Adventure, Comedy, Romance, Thriller",Fox Star Studios,Bang Bang!,Siddharth Anand
138038,"Comedy, Family, Science Fiction","Bad Angels Productions, Ltd.",Girl vs. Monster,Stuart Gillard
74842,"Adventure, Fantasy, Animation, Science Fiction",Sony Pictures Home Entertainment,Legend of the Millennium Dragon,Hirotsugu Kawasaki
349176,"Action, Adventure, Comedy, Science Fiction","Fuji Television Network, Robot Communications",Assassination Classroom,Eiichirō Hasumi
325173,"Action, Crime","Bleiberg Entertainment, Compound B, Underdogg Entertainment, Entropy",Close Range,Isaac Florentine
362703,"Action, Adventure, Thriller, Western","Space Rock Studios, Diablo Movie",Diablo,Lawrence Roeck
253353,"Documentary, Music",Walt Disney Pictures,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Bruce Hendricks
32643,"Fantasy, Adventure, Comedy, Family",,The Love Bug,Peyton Reed
243442,Comedy,Rai Cinema,Un fantastico via vai,Leonardo Pieraccioni
371759,"Drama, Science Fiction, Comedy",British Broadcasting Corporation (BBC),Doctor Who: The Husbands of River Song,Douglas Mackinnon
